,company_name,location,job_title,job_description,salary_estimate,other_details,rating
1162,Boston Consulting Group,Delhi,Global Data Scientist Senior Manager,"Our data analytics and artifical intelligence professionals mix deep domain expertise with advanced analytical methods and techniques to develop innovative……
Skills: TensorFlow, Statistics, Power BI, Azure, Kubernetes",₹7L - ₹9L (Glassdoor Est.),"Size
10000+ Employees
Founded
1963
Type
Company - Private
Industry
Business consulting
Sector
Management and consulting
Revenue
$5 to $10 billion (USD)",4.2
1163,DeepTek Medical Imaging,Pune,JD For Data Science Intern,"Knowledge of Python, Basic knowledge of deep learning. Completed or pursuing a Bachelor’s in relevant fields such as Computer Science, Data Science, or a……
Skills: Deep learning, Natural language processing, Data science, Communication skills, Python",₹6L - ₹10L (Glassdoor Est.),"Size
1 to 50 Employees
Founded
--
Type
Company - Private
Industry
--
Sector
--
Revenue
Unknown / Non-Applicable",4.0
1164,Infowiz Software Solution,Chandigarh,DATA SCIENCE,"Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.…
Skills: Machine learning, Data science",₹6L - ₹7L (Glassdoor Est.),"Size
51 to 200 Employees
Founded
--
Type
Company - Private
Industry
--
Sector
--
Revenue
Unknown / Non-Applicable",4.5
1165,Tata Technologies,Bengaluru,Junior DATA ENGINEER,"Bachelor's degree in Computer Science, Software Engineering, or a related field• Up to 2 years of experience in software developm ent with exposure to AI or……
Skills: Ontology, Azure, AWS, Analysis skills, Machine learning",₹2L - ₹6L (Glassdoor Est.),"Size
10000+ Employees
Founded
1989
Type
Company - Private
Industry
Research and development
Sector
Management and consulting
Revenue
$100 to $500 million (USD)",3.8
1166,Gururo,Remote,Data Scientist,"Analyze data and interpret data problems. Lead data collection and data mining processes. Expertise in statistical data analysis and predictive data modeling.…
Skills: MATLAB, Data modeling, Data mining, R, Databases",₹6L - ₹9L (Glassdoor Est.),"Size
1 to 50 Employees
Founded
--
Type
Company - Private
Industry
--
Sector
--
Revenue
Unknown / Non-Applicable",5.0
1167,myOnsite Healthcare LLC,Vadodara,Android Developer,"*Problem-Solving Skills: *Ability to diagnose and resolve complex technical issues, optimize application performance, and innovate solutions that enhance user……
Skills: Git, Java, Project management, Quality assurance, Machine learning",₹6L - ₹8L (Glassdoor Est.),"Size
1 to 50 Employees
Founded
--
Type
Company - Private
Industry
--
Sector
--
Revenue
Unknown / Non-Applicable",3.3
1168,Smart Capital Center,Remote,AI Prompt Engineer / Junior,"*Collaboration:* Although working independently, you will communicate and collaborate with AI researchers, data scientists, and other stakeholders to align……
Skills: Research, Analysis skills, Machine learning, Natural language processing, Data science",₹4L - ₹8L (Glassdoor Est.),"Size
1 to 50 Employees
Founded
2020
Type
Company - Private
Industry
Internet & Web Services
Sector
Information Technology
Revenue
Unknown / Non-Applicable",3.8
1169,FELIX HOSPITAL,Noida,Data Analyst,"Proficiency in using query languages such as SQL and experience of working with relationaland non-relational databases like mySQL, PostGres, Presto, Mongo ……
Skills: Statistics, Data mining, Relational databases, Tableau, SQL",₹8L - ₹10L (Glassdoor Est.),,
1170,Boston Consulting Group,Delhi,Global IT Software Engineer Senior Manager – Gen AI/ LLM,"Agile Coaches and Scrum Leads, that will ensure that you adopt agile principles, mindset and ways of working into your daily routine and who will coach you……
Skills: CI/CD, Cloud infrastructure, Azure, Node.js, React",₹6L - ₹7L (Glassdoor Est.),"Size
10000+ Employees
Founded
1963
Type
Company - Private
Industry
Business consulting
Sector
Management and consulting
Revenue
$5 to $10 billion (USD)",4.2
1171,Boston Consulting Group,Bengaluru,"Engineering Lead, India - X Delivery","Provide solutions to business problems and translate them into technically feasible solutions. Be flexible with working hours to work on critical issues and/or……
Skills: Microsoft Powerpoint, CI/CD, Cloud infrastructure, Azure, Cloud architecture",₹85T - ₹9L (Glassdoor Est.),"Size
10000+ Employees
Founded
1963
Type
Company - Private
Industry
Business consulting
Sector
Management and consulting
Revenue
$5 to $10 billion (USD)",4.2
1172,Boston Consulting Group,Delhi,Global IT Platform Engineer Expert Senior Manager – Gen AI/ LLM,"Agile Coaches and Scrum Leads, that will ensure that you adopt agile principles, mindset and ways of working into your daily routine and who will coach you……
Skills: CI/CD, Cloud infrastructure, Azure, Node.js, React",₹9L - ₹10L (Glassdoor Est.),"Size
10000+ Employees
Founded
1963
Type
Company - Private
Industry
Business consulting
Sector
Management and consulting
Revenue
$5 to $10 billion (USD)",4.2
1173,Boston Consulting Group,Delhi,Global IT Platform Engineer Expert Senior Manager – Gen AI/ LLM Ops,"Agile Coaches and Scrum Leads, that will ensure that you adopt agile principles, mindset and ways of working into your daily routine and who will coach you……
Skills: CI/CD, Cloud infrastructure, Azure, Go, Kubernetes",₹4L - ₹6L (Employer Est.),"Size
10000+ Employees
Founded
1963
Type
Company - Private
Industry
Business consulting
Sector
Management and consulting
Revenue
$5 to $10 billion (USD)",4.2
1174,Boston Consulting Group,Bengaluru,Data Architect,"Keep pace with industry trends to ensure our cloud data center designs and infrastructure layer architectures remain cutting-edge and client-focused.…
Skills: Azure, Cloud architecture, PCI, Kubernetes, Big data",₹10T - ₹30T (Employer Est.),"Size
10000+ Employees
Founded
1963
Type
Company - Private
Industry
Business consulting
Sector
Management and consulting
Revenue
$5 to $10 billion (USD)",4.2
1175,Boston Consulting Group,Bengaluru,"Software Engineer, Client Ops - X Delivery","Optimizing components for maximum performance across a vast array of web-capable devices and browsers. You will report to the Solution Delivery Manager - X……
Skills: Microsoft Powerpoint, Azure, Node.js, React, Big data",₹5L - ₹9L (Glassdoor Est.),"Size
10000+ Employees
Founded
1963
Type
Company - Private
Industry
Business consulting
Sector
Management and consulting
Revenue
$5 to $10 billion (USD)",4.2
1176,Boston Consulting Group,Delhi,Global IT Solution Architect Expert Senior Manager,"Agile Coaches and Scrum Masters, that will ensure that you adopt agile principles, mindset and ways of working into your daily routine and who will coach you……
Skills: Cloud infrastructure, Azure, Node.js, React, Enterprise Software",₹12T - ₹20T (Employer Est.),"Size
10000+ Employees
Founded
1963
Type
Company - Private
Industry
Business consulting
Sector
Management and consulting
Revenue
$5 to $10 billion (USD)",4.2
1177,Boston Consulting Group,Gurgaon,"Solution Analyst/Senior Solution Analyst, Implementation, India - X Delivery","Implementing and customizing our software solutions for client projects. This is a client-facing, execution focused position and the successful candidate will……
Skills: Power BI, Azure, Customer service, C#, Spark",₹8L (Glassdoor Est.),"Size
10000+ Employees
Founded
1963
Type
Company - Private
Industry
Business consulting
Sector
Management and consulting
Revenue
$5 to $10 billion (USD)",4.2
1178,Boston Consulting Group,Bengaluru,"Senior Software Engineer, Client Ops - X Delivery","Optimizing components for maximum performance across a vast array of web-capable devices and browsers. You will report to the Solution Delivery Manager - X……
Skills: Microsoft Powerpoint, Azure, Node.js, React, Big data",₹7L - ₹9L (Glassdoor Est.),"Size
10000+ Employees
Founded
1963
Type
Company - Private
Industry
Business consulting
Sector
Management and consulting
Revenue
$5 to $10 billion (USD)",4.2
1179,BlackRock Investments,Gurgaon,Aladdin Financial Engineering Data Scientist Associate,"Aladdin Financial Engineering Data Scientist Associate Location: Gurgaon, Haryana Category: Data Science Job Requisition #: R244676 Date posted: Aug. 19,……
Skills: Data science",₹4L (Employer Est.),"Size
10000+ Employees
Founded
1988
Type
Company - Public
Industry
Investment & Asset Management
Sector
Finance
Revenue
$10+ billion (USD)",3.9
1180,Boston Consulting Group,Delhi,Global IT Data Engineer Senior Specialist,"Bachelor's degree in information science, data management, computer science or related field preferred. You are good at analyzing performance bottlenecks and……
Skills: Jira, Computer science, Data modeling, Azure, Oracle",₹20T (Employer Est.),"Size
10000+ Employees
Founded
1963
Type
Company - Private
Industry
Business consulting
Sector
Management and consulting
Revenue
$5 to $10 billion (USD)",4.2
1181,McKinsey & Company,Gurgaon,Research Science Analyst - Performance Lens,"You will conduct detailed secondary research on industry structure and dynamics including gathering and triangulating data/information from industry reports,……
Skills: English, Research, Analysis skills, Data management",₹7L - ₹9L (Glassdoor Est.),"Size
1001 to 5000 Employees
Founded
2009
Type
Company - Private
Industry
Business consulting
Sector
Management and consulting
Revenue
Unknown / Non-Applicable",3.9
1182,Tata Technologies,Bengaluru,Junior MACHINE LEARNING ENGINEER,"Experience level : 3- 5 Years relevant experience Skillset for junior ML EngineerBachelor’s degree in Computer Science, Mathematic s, Statistics, or a related……
Skills: TensorFlow, Azure, Git, English, AWS",₹7L - ₹8L (Glassdoor Est.),"Size
10000+ Employees
Founded
1989
Type
Company - Private
Industry
Research and development
Sector
Management and consulting
Revenue
$100 to $500 million (USD)",3.8
1183,S&P Global,Gurgaon,Data Scientist - ML Engineer,"In this role you will gain a strong understanding of various commodities and Commodity Insights businesses to design and implement advanced strategic solutions……
Skills: English, SQL, Machine learning, Agile, Predictive analytics",₹96T - ₹2L (Glassdoor Est.),"Size
10000+ Employees
Founded
1860
Type
Company - Public
Industry
Research and development
Sector
Management and consulting
Revenue
$10+ billion (USD)",4.1
1184,Bhoruka Extrusions,India,IT Trainee/Assistant Engineer in AI/ML,"To research, modify, and apply data science and data analytics prototypes. To better comprehend data through exploration and visualization, as well as to spot……
Skills: Machine learning, Data science, AI, Communication skills",₹3L - ₹5L (Glassdoor Est.),,
1185,Bain & Company Inc,Delhi,"Associate, Data Science","We are first and foremost business thought partners working on intelligent ways of using analytical techniques and algorithms across the spectrum of disciplines……
Skills: Azure, R, Git, SQL, AWS",₹4L - ₹9L (Glassdoor Est.),"Size
10000+ Employees
Founded
1973
Type
Company - Private
Industry
Business consulting
Sector
Management and consulting
Revenue
$5 to $10 billion (USD)",4.3
1186,Boston Consulting Group,Delhi,Incident Response - Cyber Security Manager,"Requires strong analytical skills and abilities including an extensive knowledge of software, database, operating systems, client server architecture and voice……
Skills: Operating systems, Management, Information security, Analysis skills, Incident response",₹4T - ₹5T (Employer Est.),"Size
10000+ Employees
Founded
1963
Type
Company - Private
Industry
Business consulting
Sector
Management and consulting
Revenue
$5 to $10 billion (USD)",4.2
1187,BridgeNext,Pune,Python/Data Science/Machine Learning,"Collaborate with data engineers, analysts, and stakeholders to understand business requirements and translate them into technical solutions.…
Skills: TensorFlow, Azure, Relational databases, Software deployment, Git",₹7L - ₹8L (Glassdoor Est.),"Size
501 to 1000 Employees
Founded
1995
Type
Company - Private
Industry
Information Technology Support Services
Sector
Information Technology
Revenue
$100 to $500 million (USD)",4.1
